X,P7FPKM,P14FPKM,P21FPKM,P150FPKM
Tshr,0.541713360743731,0.181057102893625,0.148113551867573,0.0854707992579306
Gtf2a1,8.21081050188055,6.8033234256,7.52735598381635,8.99505708091303
Ston2,11.0460988954045,8.53864775585591,10.3049528838021,10.3647832862963
Sel1l,26.841808953013,23.3209387588318,21.4994443352135,22.9225339821011
Flrt2,4.50217047325445,5.62495033452139,4.25751665435976,4.82590713003137
Galc,20.1181089770534,12.4022174513421,11.6249329343796,11.8173191934735
Gpr65,0.342573162830219,0.217480750157771,0.062300061483261,0.166012717234599
Kcnk10,7.37561093755804,2.50434814291296,1.64353229875307,2.02148362785407
Spata7,4.4812511722925,5.21749491092731,5.10662674866098,5.60636295735476
Ptpn21,3.21782196259632,2.30428307090154,2.67912863856935,3.06662453411183
Zc3h14,10.8005104054594,7.11535613963806,7.13345402678938,6.63735208941529
Eml5,5.80787425102029,3.72114963509643,3.18220805713645,5.71540988407099
Ttc8,9.41645516863458,7.52110670335022,6.51633189413866,7.5528898878258
Foxn3,10.1912501153337,9.35544675910665,11.7607968224417,14.9312761385065
Efcab11,1.58364153596497,0.456750138629465,0.327423660867151,0.112618160206256
Tdp1,12.9383905367546,7.44160962526488,5.44127392823873,5.17470084471521
Kcnk13,0.454047353884083,1.29482636493521,1.83653712894454,3.5299142158064
Psmc1,17.3334378804061,17.7927518551568,19.0248589938599,26.2453618195432
Nrde2,4.67665734078525,3.81047962198691,3.36864114610532,3.85819708269683
Calm1,237.27134709675,870.991589139722,1204.96374426064,1152.35438992281
Gm10432,0.0684842315635273,0.333039163511554,0.681500627436306,0.613316632870875
Ttc7b,11.5438442218616,46.5793201141098,84.1839201743554,71.4944919262825
Rps6ka5,5.26787490458571,3.28968678521219,3.34540244164259,3.44471106562298
9030617O03Rik,2.22168090955519,2.91772898537066,4.21083624905709,3.94997772538845
Gpr68,0.456153346902858,1.09736125285822,1.11737720849898,2.05356106658666
Ccdc88c,11.6876087103116,7.0652158329528,5.38165136852795,6.26794275846863
Smek1,16.9036068227931,10.6209374670377,9.3601076651596,9.52263428458944
D130020L05Rik,0.798629300670296,0.787470968365555,1.01351104978298,1.00483073216281
Fbln5,1.2578207942211,1.7742288524597,0.605390774948367,0.483322734895581
Trip11,7.04103317984705,6.21833239916525,5.61616863923818,6.7625601535199
Atxn3,4.7644351234285,4.67177236272992,4.05711069528379,4.53051969138078
Cpsf2,12.8559690737835,9.60389439710922,8.32968132360412,7.87337926302654
Slc24a4,0.278876493437477,1.23079250947676,1.81406577636164,2.16725098703697
Rin3,1.52521401008001,2.08126305636991,1.81786830838996,1.06328542062652
Lgmn,70.2035472586574,112.798332821126,111.941434593725,76.8308801518956
Golga5,12.8563826719399,10.7043206450445,11.6121242558593,11.1902522639372
Chga,15.4079312788696,26.42930286732,28.0780004485606,25.2000125925592
Itpk1,19.8049563414077,24.6831249170224,30.340917079278,25.6730313635482
Moap1,0.227234828648618,0.257043945375467,0.224148515674333,0.136645572951479
Gm20604,0.663687117763001,0.491582528963445,0.449928171326661,0.276674749068373
Tmem251,6.8560916316118,5.5555078345587,5.21031149590673,6.01489064601531
AK010878,4.61905820322613,3.40182104247358,5.40374761763603,6.05548943283152
Ubr7,21.2668348156164,20.1696043073565,19.3775907074334,16.6285565796032
Btbd7,9.06242098139148,6.096684162578,5.12321199397408,4.31012971827926
Unc79,4.29879182759713,4.60809408116264,4.46589671750298,4.34806488618312
Prima1,0.324630866996303,2.48488593925849,3.12931476019938,3.04404447399033
Fam181a,8.39242775739199,3.24296013724401,5.22525237414771,8.46443447331279
Asb2,0.180504294724412,0.954038600038969,1.32594470056037,1.03013003979603
Otub2,3.93221689618074,8.64601878091002,11.8013010897492,10.1888321966598
Ddx24,28.7334345511014,38.7301792184109,54.7265093963936,57.5138349297859
Ifi27l2a,0.589940186875808,1.00791958735757,2.68211255856911,0.713518275948703
Ifi27,6.7149055697979,14.4814516208347,31.5436596403759,27.7760153390198
Ppp4r4,1.2324401688906,2.88552318860419,5.20088987799917,6.07859380893774
Serpina3n,4.96833847692751,5.45217544715027,4.52345343798533,2.60492004232621
Dicer1,8.99897928009589,7.92131063457174,5.961277267969,6.24127501157818
Clmn,1.84964291045852,15.001403479293,22.6988701464037,31.7780751723365
Syne3,0.229518252593905,0.50566369863273,0.466806211870661,0.470722807856298
Snhg10,2.92552512800091,4.7410378129034,4.97356235754306,4.65715970112583
Glrx5,27.0793959267835,37.1689985688995,41.6507490937839,30.3364167809025
Tunar,1.68933764342918,4.26901613200715,3.59464916093495,1.71350816537595
D430019H16Rik,32.9587405507696,66.8971591518199,76.7540768288708,48.994537916482
Bdkrb2,0.307340065013448,0.167603343267215,0.104280746594498,0.334615518068104
Atg2b,5.88401045262551,6.56610908504329,5.76892171525357,7.23515434393735
Gskip,4.55263743234883,5.78167556104351,6.59001281317976,7.59812065123447
Ak7,0.91410238951224,0.82989899686574,1.28566697494863,0.556185558419772
Papola,30.1179787768645,21.2016898642962,20.0178846069865,20.5074651548908
Vrk1,9.08847120261564,3.87042681743396,3.30618912419046,3.0658359097421
Bcl11b,3.68130351035773,5.12351924370677,7.50466362774037,9.74746293192347
Setd3,20.1803063959649,25.3723973134417,34.2742000155139,40.873608659375
Ccnk,21.8296008667325,15.1152873742969,13.1600134216829,12.6512827787274
Ccdc85c,12.184686365121,24.7618601744597,35.7992367611204,28.2624563718306
Hhipl1,2.72799606183302,2.12990824991324,2.14167454439726,3.69621995232489
Cyp46a1,9.23518050259333,28.7598032696921,45.5952142050775,48.9287300036933
Eml1,8.45481079260717,16.9966595806461,17.3451878702483,11.9357578490698
Gm16596,0.685354843498881,0.947178774195364,0.881796466836624,1.07069908224428
Evl,46.2591007023367,51.2063580307179,56.0419038303316,38.5656202974238
Degs2,1.15406731224327,1.34600308738474,2.08736632986092,1.955653189759
Yy1,25.3775727373261,20.6720526748284,19.83691708941,19.6395362984232
Slc25a29,5.20753847625853,6.4537602415017,7.14098366301281,6.97676288301679
Slc25a47,2.18010303735719,2.6424814035427,3.11949391776387,2.15282313971483
Wars,24.1539209098198,25.5835247351808,26.0408882034923,21.8074023839385
Wdr25,1.01872113918104,1.49500282103967,2.12314871329153,2.45117731911704
Begain,10.4834567713961,63.5177351291224,105.227316419489,97.9287432249817
Dlk1,0.22089524191704,0.233408883662491,0.819042878814402,0.441941920367997
Meg3,48.0979166020426,328.148335872287,351.532437129753,620.44354432117
Rtl1,0.0801135624999824,0.266455237966891,0.207989844603385,0.335338556865989
Rian,27.3866763532211,74.8134176273808,71.7558829417485,61.5181300429411
Mir1188,0.45633179050242,3.6790283490442,5.11976373835028,4.3045032333955
Mir370,0.347296050005218,1.31605716149828,1.42657061785107,8.60786731591248
